userid,movieid,date_watch,time_watch,minutes,date_rate,time_rate,rating
155613,the+name+of+the+rose+1986,2022-08-29,03:20:40,131,2022-08-29,03:21:37,5
164583,the+hunt+for+red+october+1990,2022-08-29,03:36:03,135,2022-08-29,03:37:08,4
128857,dumb+and+dumber+1994,2022-08-29,03:27:50,106,2022-08-29,03:30:48,4
121807,minority+report+2002,2022-08-29,04:10:41,145,2022-08-29,04:12:50,2
101645,the+lord+of+the+rings+the+return+of+the+king+2003,2022-08-29,06:13:35,202,2022-08-29,06:14:34,4
4220,the+addams+family+1991,2022-08-29,04:41:26,100,2022-08-29,04:42:24,4
217413,a+streetcar+named+desire+1951,2022-08-29,05:36:29,120,2022-08-29,05:43:23,4
194607,howard+the+duck+1986,2022-08-29,09:32:16,110,2022-08-29,09:34:08,1
94250,police+academy+4+citizens+on+patrol+1987,2022-08-29,09:20:03,89,2022-08-29,09:21:03,4
228702,cube+1997,2022-08-29,09:56:40,91,2022-08-29,09:57:40,5
6996,being+john+malkovich+1999,2022-08-29,11:14:14,98,2022-08-29,11:29:59,4
222459,whats+eating+gilbert+grape+1993,2022-08-29,12:10:24,99,2022-08-29,12:31:27,3
162471,im+gonna+git+you+sucka+1988,2022-08-29,11:54:17,77,2022-08-29,12:07:33,4
190591,se7en+1995,2022-08-29,13:31:18,99,2022-08-29,14:01:37,4
70177,the+lives+of+others+2006,2022-08-29,14:23:34,84,2022-08-29,14:29:39,1
70259,dumb+and+dumber+1994,2022-08-29,15:30:02,99,2022-08-29,15:40:06,3
184085,king+kong+2005,2022-08-29,17:20:04,188,2022-08-29,17:21,4
38824,the+goonies+1985,2022-08-29,16:36:36,97,2022-08-29,16:55:12,2
213624,needful+things+1993,2022-08-29,18:41:04,99,2022-08-29,19:03:52,2
136981,milk+money+1994,2022-08-29,19:14:49,98,2022-08-29,19:26:58,3
12993,blow+2001,2022-08-29,19:19:29,99,2022-08-29,19:46:25,4
213162,25th+hour+2002,2022-08-29,19:16:09,93,2022-08-29,19:59:54,4
101843,the+sixth+sense+1999,2022-08-29,19:29:01,99,2022-08-29,19:39:26,5
160932,gone+with+the+wind+1939,2022-08-29,22:13:44,239,2022-08-29,22:14:44,5
111299,jurassic+park+1993,2022-08-29,19:53:38,98,2022-08-29,20:24:26,3
175655,the+visitor+2007,2022-08-29,20:38:26,99,2022-08-29,20:45:33,2
179877,sgt.+bilko+1996,2022-08-29,20:39:05,90,2022-08-29,20:41:24,3
121444,deep+impact+1998,2022-08-29,21:32:43,99,2022-08-29,21:55:51,5
6996,the+squid+and+the+whale+2005,2022-08-29,21:39:50,75,2022-08-29,21:47:57,4
149480,war+of+the+worlds+2005,2022-08-29,22:22:27,88,2022-08-29,22:52:21,3
48199,to+die+for+1995,2022-08-29,22:50:55,99,2022-08-29,22:59:45,5
140148,top+gun+1986,2022-08-29,23:42:43,95,2022-08-29,23:59:55,5
4220,a+fish+called+wanda+1988,2022-08-29,23:58:36,60,2022-08-30,00:48:57,3
4220,a+fish+called+wanda+1988,2022-08-30,00:46:57,108,2022-08-30,00:48:57,3
67863,basic+instinct+1992,2022-08-29,23:41:39,39,2022-08-29,23:43:37,3
75955,singin+in+the+rain+1952,2022-08-29,23:58:19,39,2022-08-30,01:04:51,4
75955,singin+in+the+rain+1952,2022-08-30,01:03:48,104,2022-08-30,01:04:51,4
101843,fight+club+1999,2022-08-30,03:02,140,2022-08-30,03:02:55,2
91735,the+usual+suspects+1995,2022-08-30,03:28:18,107,2022-08-30,03:29:18,1
18120,logans+run+1976,2022-08-30,03:59:23,107,2022-08-30,04:13:30,3
31573,paranorman+2012,2022-08-30,03:58:34,91,2022-08-30,03:59:34,5
110930,kung+pow+enter+the+fist+2002,2022-08-30,06:12:29,69,2022-08-30,06:14:29,1
99059,die+hard+with+a+vengeance+1995,2022-08-30,08:38:51,128,2022-08-30,08:40:53,3
213624,the+faculty+1998,2022-08-30,08:33:43,105,2022-08-30,08:34:48,3
222459,aliens+1986,2022-08-30,09:50:03,138,2022-08-30,09:51:02,5
136981,the+net+1995,2022-08-30,10:44:44,99,2022-08-30,11:01:53,3
52204,the+lion+king+1994,2022-08-30,11:09:13,90,2022-08-30,11:10:13,3
179877,star+wars+1977,2022-08-30,12:28:08,95,2022-08-30,12:56:01,5
52043,carlitos+way+1993,2022-08-30,14:07:33,98,2022-08-30,14:55:59,4
43481,2001+a+space+odyssey+1968,2022-08-30,15:05:23,150,2022-08-30,15:06:23,3
194607,the+hunger+games+2012,2022-08-30,14:29:54,99,2022-08-30,15:15:51,3
62237,along+came+a+spider+2001,2022-08-30,14:46:26,99,2022-08-30,14:53:23,3
189414,good+will+hunting+1997,2022-08-30,16:35:26,99,2022-08-30,17:04:21,5
6555,being+human+1994,2022-08-30,16:42:32,99,2022-08-30,17:07:28,2
76449,the+lost+world+jurassic+park+1997,2022-08-30,17:48:32,99,2022-08-30,18:20:23,3
160932,the+piano+1993,2022-08-30,18:36:13,97,2022-08-30,19:02:19,4
12993,matilda+1996,2022-08-30,19:23:17,98,2022-08-30,19:25:21,4
38824,howls+moving+castle+2004,2022-08-30,19:22:26,98,2022-08-30,19:45:57,5
70177,dont+tell+mom+the+babysitters+dead+1991,2022-08-30,19:32:39,87,2022-08-30,19:33:39,2
228702,stargate+1994,2022-08-30,19:51:27,99,2022-08-30,20:15:32,4
193094,dogma+1999,2022-08-30,19:59:23,99,2022-08-30,20:37:27,4
92968,the+santa+clause+1994,2022-08-30,19:56:37,93,2022-08-30,20:02:32,3
34960,united+93+2006,2022-08-30,20:33:23,99,2022-08-30,20:47:17,3
198286,dangerous+liaisons+1988,2022-08-30,19:14:28,9,2022-08-30,19:29:58,1
79445,the+mighty+ducks+1992,2022-08-30,21:00:39,98,2022-08-30,21:01:33,2
199176,hero+2002,2022-08-30,21:13:52,99,2022-08-30,21:15:53,4
101645,resident+evil+extinction+2007,2022-08-30,21:36:14,95,2022-08-30,21:37:17,3
141041,district+9+2009,2022-08-30,21:46,99,2022-08-30,22:00:45,4
121807,deep+blue+sea+1999,2022-08-30,22:02:07,99,2022-08-30,22:10:16,2
155613,the+blues+brothers+1980,2022-08-30,22:31:36,99,2022-08-30,23:08:04,5
187950,the+godfather+1972,2022-08-30,22:33:29,99,2022-08-30,23:51:39,5
160932,dances+with+wolves+1990,2022-08-30,22:45:02,98,2022-08-31,00:09:28,5
160932,dances+with+wolves+1990,2022-08-31,00:07:28,181,2022-08-31,00:09:28,5
6555,stalingrad+1993,2022-08-30,23:01:55,99,2022-08-30,23:38:48,3
31573,les+misrables+2012,2022-08-30,23:36:35,99,2022-08-31,00:36:48,5
31573,les+misrables+2012,2022-08-31,00:29:38,152,2022-08-31,00:36:48,5
162471,waynes+world+1992,2022-08-30,23:59:11,92,2022-08-31,00:03:16,3
162471,waynes+world+1992,2022-08-31,00:01:19,94,2022-08-31,00:03:16,3
142240,clerks+1994,2022-08-30,23:58:09,52,2022-08-31,00:49:43,5
142240,clerks+1994,2022-08-31,00:47:41,92,2022-08-31,00:49:43,5
63187,a+goofy+movie+1995,2022-08-30,23:59:04,39,2022-08-31,00:40:25,1
63187,a+goofy+movie+1995,2022-08-31,00:39:29,79,2022-08-31,00:40:25,1
164583,terminator+3+rise+of+the+machines+2003,2022-08-30,23:57:05,33,2022-08-31,01:14:39,3
164583,terminator+3+rise+of+the+machines+2003,2022-08-31,01:13:40,110,2022-08-31,01:14:39,3
224353,amlie+2001,2022-08-30,23:50:18,8,2022-08-31,01:51:08,5
224353,amlie+2001,2022-08-31,01:47:12,120,2022-08-31,01:51:08,5
217413,snow+white+and+the+seven+dwarfs+1937,2022-08-31,02:17:35,83,2022-08-31,02:19:43,5
20325,braveheart+1995,2022-08-31,04:18:53,174,2022-08-31,04:24:08,5
193094,notorious+1946,2022-08-31,03:36:53,103,2022-08-31,03:37:54,5
37505,dragonheart+1996,2022-08-31,06:05:15,104,2022-08-31,06:06:12,1
79445,tucker+the+man+and+his+dream+1988,2022-08-31,08:19:41,111,2022-08-31,08:20:46,3
180066,ace+ventura+pet+detective+1994,2022-08-31,08:49:31,68,2022-08-31,09:09:38,4
93018,twister+1996,2022-08-31,08:19:52,9,2022-08-31,08:47:04,1
222459,true+lies+1994,2022-08-31,11:17:52,141,2022-08-31,11:19:52,5
194607,changeling+2008,2022-08-31,13:31:51,99,2022-08-31,14:16:09,5
175655,the+big+chill+1983,2022-08-31,15:17:36,99,2022-08-31,15:25:37,3
75955,the+clan+of+the+cave+bear+1986,2022-08-31,16:54:14,99,2022-08-31,16:55:17,3
70177,the+best+of+everything+1959,2022-08-31,16:22:03,20,2022-08-31,16:23:07,1
198695,eight+men+out+1988,2022-08-31,17:43:50,97,2022-08-31,18:07:30,4
16915,network+1976,2022-08-31,17:58,99,2022-08-31,18:22:13,4
45191,inception+2010,2022-08-31,18:34:34,98,2022-08-31,19:26:35,5
43481,raiders+of+the+lost+ark+1981,2022-08-31,19:03:16,99,2022-08-31,19:21:43,3
212268,equilibrium+2002,2022-08-31,19:36:04,99,2022-08-31,19:45:43,4
189746,schindlers+list+1993,2022-08-31,20:18:50,94,2022-08-31,22:01:57,4
158488,fast+times+at+ridgemont+high+1982,2022-08-31,20:12,80,2022-08-31,20:14:06,1
179877,e.t.+the+extra-terrestrial+1982,2022-08-31,20:51:21,98,2022-08-31,21:10:11,5
184092,the+matrix+1999,2022-08-31,20:48:36,95,2022-08-31,21:31:35,4
99059,shadowlands+1993,2022-08-31,19:55:59,22,2022-08-31,19:58:02,4
38824,dumb+and+dumber+1994,2022-08-31,21:30:27,98,2022-08-31,21:41:22,3
213624,misery+1990,2022-08-31,21:36:24,96,2022-08-31,21:49:33,3
101645,airplane+1980,2022-08-31,21:48:29,89,2022-08-31,21:49:29,2
217413,simon+of+the+desert+1965,2022-08-31,21:08:13,46,2022-08-31,21:09:13,4
16915,the+graduate+1967,2022-08-31,22:06:02,97,2022-08-31,22:17:07,4
103888,the+specialist+1994,2022-08-31,22:18:32,99,2022-08-31,22:31:58,3
198695,three+seasons+1999,2022-08-31,22:25:38,97,2022-08-31,22:36:02,4
158488,the+karate+kid_+part+iii+1989,2022-08-31,22:55:28,97,2022-08-31,23:12:34,4
38824,the+last+unicorn+1982,2022-08-31,22:53:24,93,2022-08-31,22:54:24,4
162471,butch+cassidy+and+the+sundance+kid+1969,2022-08-31,23:31:52,99,2022-08-31,23:44:54,5
213624,blade+1998,2022-08-31,23:50:11,99,2022-09-01,00:13:02,3
213624,blade+1998,2022-09-01,00:12:02,121,2022-09-01,00:13:02,3
27055,the+three+musketeers+1993,2022-08-31,23:59:44,30,2022-09-01,01:16:43,4
27055,the+three+musketeers+1993,2022-09-01,01:03:44,94,2022-09-01,01:16:43,4
228702,life+of+brian+1979,2022-08-31,23:58:19,7,2022-09-01,01:27:43,4
228702,life+of+brian+1979,2022-09-01,01:26:38,95,2022-09-01,01:27:43,4
7079,kill+bill+vol.+2+2004,2022-09-01,02:18:24,137,2022-09-01,02:19:29,5
103595,big+night+1996,2022-09-01,02:11:08,108,2022-09-01,02:12:10,4
140148,grumpier+old+men+1995,2022-09-01,02:47:20,102,2022-09-01,02:48:19,4
222788,twelve+monkeys+1995,2022-09-01,03:54:45,130,2022-09-01,03:55:45,5
4220,national+lampoons+christmas+vacation+1989,2022-09-01,03:30:02,97,2022-09-01,03:32:06,3
184092,brazil+1985,2022-09-01,06:45:10,97,2022-09-01,06:46:15,5
149480,jaws+1975,2022-09-01,07:40:46,125,2022-09-01,07:41:47,4
94250,twister+1996,2022-09-01,07:04:54,99,2022-09-01,07:08:11,1
184380,bonnie+and+clyde+1967,2022-09-01,07:41:38,102,2022-09-01,07:52:38,5
184085,bonnie+and+clyde+1967,2022-09-01,09:32:35,112,2022-09-01,09:33:35,3
179877,schindlers+list+1993,2022-09-01,12:50:11,194,2022-09-01,12:52:59,5
121807,one+flew+over+the+cuckoos+nest+1975,2022-09-01,12:53:49,133,2022-09-01,12:55:49,4
52204,eraser+1996,2022-08-31,04:49:07,5,2022-08-31,04:50:07,3
63187,snow+white+and+the+seven+dwarfs+1937,2022-09-01,14:16:13,84,2022-09-01,14:17:14,5
187950,armageddon+1998,2022-09-01,14:33:34,80,2022-09-01,14:35:27,3
31573,the+virgin+suicides+1999,2022-09-01,14:48:53,94,2022-09-01,14:53:44,4
112353,outbreak+1995,2022-09-01,14:59:22,99,2022-09-01,15:29:26,4
60061,much+ado+about+nothing+1993,2022-09-01,15:17:27,99,2022-09-01,15:31:42,3
62237,the+end+of+the+affair+1999,2022-09-01,15:25,99,2022-09-01,15:30:04,4
196775,braveheart+1995,2022-09-01,16:58:19,177,2022-09-01,17:00:14,3
155613,sabrina+1954,2022-09-01,16:47:47,98,2022-09-01,17:04:50,4
122183,the+piano+1993,2022-09-01,17:04:34,93,2022-09-01,17:34:26,4
194607,the+godfather+1972,2022-09-01,18:17:38,98,2022-09-01,19:35:54,1
224353,american+beauty+1999,2022-09-01,18:42:05,97,2022-09-01,19:09:18,5
142240,better+off+dead...+1985,2022-09-01,18:57,98,2022-09-01,18:58:04,4
52204,dolores+claiborne+1995,2022-09-01,19:21:02,98,2022-09-01,19:57:05,4
34960,the+adventures+of+priscilla_+queen+of+the+desert+1994,2022-09-01,19:28:06,98,2022-09-01,19:36:12,4
189414,short+cuts+1993,2022-09-01,19:37:57,96,2022-09-01,21:10:51,3
199176,the+last+castle+2001,2022-09-01,19:06:44,32,2022-09-01,19:07:40,5
7569,all+dogs+go+to+heaven+2+1996,2022-09-01,19:57:20,82,2022-09-01,19:59:20,2
121444,grandmas+boy+2006,2022-09-01,20:12,93,2022-09-01,20:15:03,4
218573,the+meaning+of+life+1983,2022-09-01,20:39:14,99,2022-09-01,20:49:23,4
97919,multiplicity+1996,2022-09-01,20:47:37,99,2022-09-01,21:07:55,4
12993,waitress+2007,2022-09-01,21:05:50,99,2022-09-01,21:16:42,4
204946,pinocchio+1940,2022-09-01,21:05:15,89,2022-09-01,21:06:19,4
6555,total+recall+1990,2022-09-01,21:37:53,99,2022-09-01,21:53:50,4
94708,twelve+monkeys+1995,2022-09-01,21:36:21,96,2022-09-01,22:11:04,4
101843,cast+away+2000,2022-09-01,21:43:44,99,2022-09-01,22:29:44,3
212268,full+metal+jacket+1987,2022-09-01,21:48:41,97,2022-09-01,22:09:46,4
38824,bull+durham+1988,2022-09-01,22:14:45,99,2022-09-01,22:25:44,2
160238,leon+the+professional+1994,2022-09-01,22:57:59,98,2022-09-01,23:11:49,4
45191,shame+2011,2022-09-01,23:22:33,99,2022-09-01,23:25:35,5
60061,babe+1995,2022-09-01,23:17:47,89,2022-09-01,23:19:44,2
65161,heavenly+creatures+1994,2022-09-01,23:59:42,96,2022-09-02,00:04:37,5
65161,heavenly+creatures+1994,2022-09-02,00:03:40,100,2022-09-02,00:04:37,5
16915,sophies+choice+1982,2022-09-01,23:58:38,44,2022-09-02,01:47:02,4
16915,sophies+choice+1982,2022-09-02,01:46,152,2022-09-02,01:47:02,4
175655,the+craft+1996,2022-09-01,23:45:23,8,2022-09-02,00:02:18,2
175655,the+craft+1996,2022-09-02,00:01:15,24,2022-09-02,00:02:18,2
104243,out+of+sight+1998,2022-09-02,01:44:58,103,2022-09-02,01:45:58,1
136981,crimson+tide+1995,2022-09-02,02:10:50,117,2022-09-02,02:11:51,3
187950,children+of+heaven+1997,2022-09-02,01:50:37,77,2022-09-02,02:04:38,4
20325,the+french+connection+1971,2022-09-02,02:41:02,105,2022-09-02,02:42:02,5
110930,pootie+tang+2001,2022-09-02,03:07:33,78,2022-09-02,03:09:34,1
22086,tales+from+the+crypt+demon+knight+1995,2022-09-02,05:02:44,93,2022-09-02,05:03:47,3
222788,the+animatrix+2003,2022-09-02,06:50:16,96,2022-09-02,06:58:26,4
102186,white+squall+1996,2022-09-02,07:42:10,129,2022-09-02,07:44:09,2
184092,2001+a+space+odyssey+1968,2022-09-02,08:12:29,149,2022-09-02,08:14:29,5
31573,being+john+malkovich+1999,2022-09-02,09:06:09,113,2022-09-02,09:07:11,4
43481,requiem+for+a+dream+2000,2022-09-02,09:17:14,103,2022-09-02,09:18:16,5
83359,braveheart+1995,2022-09-02,11:04:27,178,2022-09-02,11:05:25,4
63187,jumanji+1995,2022-09-02,09:45:14,105,2022-09-02,09:46:12,4
6996,waterworld+1995,2022-09-02,09:53:17,94,2022-09-02,09:55:18,1
40551,the+big+lebowski+1998,2022-09-02,11:10:48,98,2022-09-02,11:31:53,4
198695,rabbit-proof+fence+2002,2022-09-02,11:50:15,89,2022-09-02,11:57:07,3
122354,lost+in+la+mancha+2002,2022-09-02,12:09:34,93,2022-09-02,12:11:22,4
140148,chariots+of+fire+1981,2022-09-02,15:08:06,99,2022-09-02,15:23:34,3
128857,shrek+2001,2022-09-02,15:00:42,90,2022-09-02,15:02:39,5
93018,toy+story+1995,2022-09-02,15:16:07,81,2022-09-02,15:18:13,5
12993,pulp+fiction+1994,2022-09-02,16:50:24,99,2022-09-02,17:47:28,5
228702,the+omen+1976,2022-09-02,17:18:43,99,2022-09-02,17:32:46,5
9998,mousehunt+1997,2022-09-02,18:17:45,99,2022-09-02,18:18:44,3
121444,jurassic+park+1993,2022-09-02,18:18:56,96,2022-09-02,18:51:48,5
126484,dr.+strangelove+or+how+i+learned+to+stop+worrying+and+love+the+bomb+1964,2022-09-02,18:48:01,91,2022-09-02,18:54:06,4
149480,jumanji+1995,2022-09-02,19:11:37,98,2022-09-02,19:19:46,3
52043,the+life+aquatic+with+steve+zissou+2004,2022-09-02,18:55:19,82,2022-09-02,18:58:14,5
162471,space+jam+1996,2022-09-02,19:46:48,89,2022-09-02,19:47:46,3
121807,the+lord+of+the+rings+the+two+towers+2002,2022-09-02,20:15:38,99,2022-09-02,21:37:44,3
189746,pulp+fiction+1994,2022-09-02,20:22:43,97,2022-09-02,21:21:36,3
112353,while+you+were+sleeping+1995,2022-09-02,20:39:15,99,2022-09-02,20:45:19,3
194607,the+dark+knight+2008,2022-09-02,21:20:20,99,2022-09-02,22:15:01,1
7079,jackie+brown+1997,2022-09-02,21:19:25,98,2022-09-02,21:47:19,4
65161,ace+ventura+when+nature+calls+1995,2022-09-02,21:57:05,90,2022-09-02,21:58:59,2
121807,pulp+fiction+1994,2022-09-02,22:21:36,98,2022-09-02,23:19:30,3
164583,the+specialist+1994,2022-09-02,22:23:49,99,2022-09-02,22:36:33,2
194607,insidious+2010,2022-09-02,23:27:02,96,2022-09-02,23:36:03,2
193094,hamlet+1996,2022-09-02,23:59:15,84,2022-09-03,02:45:51,3
193094,hamlet+1996,2022-09-03,02:43:55,242,2022-09-03,02:45:51,3
187950,pocahontas+1995,2022-09-02,23:59:46,64,2022-09-03,00:18:53,2
187950,pocahontas+1995,2022-09-03,00:17:54,82,2022-09-03,00:18:53,2
67863,where+the+money+is+2000,2022-09-02,23:59:24,2,2022-09-03,01:28:49,3
67863,where+the+money+is+2000,2022-09-03,01:26:52,89,2022-09-03,01:28:49,3
30927,backdraft+1991,2022-09-03,03:11:31,138,2022-09-03,03:12:31,2
92968,eraser+1996,2022-09-03,03:08:32,114,2022-09-03,03:11:30,4
6555,terminator+2+judgment+day+1991,2022-09-03,02:09:14,53,2022-09-03,02:10:14,1
190591,the+grand+budapest+hotel+2014,2022-09-03,04:08:36,100,2022-09-03,04:09:39,4
38824,nausica+of+the+valley+of+the+wind+1984,2022-09-03,04:51:19,117,2022-09-03,04:53:19,3
222788,back+to+the+future+1985,2022-09-03,04:52:21,115,2022-09-03,04:55:15,4
122095,blow+2001,2022-09-03,08:19:38,125,2022-09-03,08:20:40,4
4220,twelve+monkeys+1995,2022-09-03,09:53:08,130,2022-09-03,09:54:08,4
101843,the+talented+mr.+ripley+1999,2022-09-03,11:21:08,71,2022-09-03,11:28:07,1
63187,cinderella+1950,2022-09-03,11:34:20,73,2022-09-03,11:37:18,3
83359,the+mask+1994,2022-09-03,11:12:19,52,2022-09-03,11:15:36,3
152955,independence+day+1996,2022-09-03,13:13:57,146,2022-09-03,13:14:55,5
97919,celtic+pride+1996,2022-09-03,12:38:16,91,2022-09-03,12:40:13,3
12993,limitless+2011,2022-09-03,14:12:19,92,2022-09-03,14:27:14,4
121444,flight+of+the+navigator+1986,2022-09-03,14:25:59,81,2022-09-03,14:37:20,4
43481,a+christmas+story+1983,2022-09-03,14:21:31,65,2022-09-03,14:22:33,3
60061,the+silence+of+the+lambs+1991,2022-09-03,15:16:53,99,2022-09-03,15:39,5
122183,the+godfather+part+iii+1990,2022-09-03,16:19:24,96,2022-09-03,17:05:18,2
184180,ace+ventura+pet+detective+1994,2022-09-03,16:03:40,63,2022-09-03,16:28:49,3
91735,a+midwinters+tale+1995,2022-09-03,16:49:10,77,2022-09-03,16:50:12,4
197377,heat+1995,2022-09-03,17:24:09,80,2022-09-03,18:56:47,3
184085,kill+bill+vol.+1+2003,2022-09-03,18:28:28,98,2022-09-03,18:43:14,5
128857,lost+in+translation+2003,2022-09-03,17:57:40,8,2022-09-03,18:00:35,1
218573,ponyo+2008,2022-09-03,20:03:39,99,2022-09-03,20:06:36,4
7079,kung+fu+hustle+2004,2022-09-03,20:08:39,98,2022-09-03,20:11:34,3
16915,before+sunset+2004,2022-09-03,20:28:13,79,2022-09-03,20:31:17,3
222459,the+truth+about+cats++dogs+1996,2022-09-03,20:55:24,88,2022-09-03,21:02:22,5
48199,so+i+married+an+axe+murderer+1993,2022-09-03,21:02:22,94,2022-09-03,21:03:14,1
160932,pretty+woman+1990,2022-09-03,21:21:32,98,2022-09-03,21:45:03,4
31573,zombieland+2009,2022-09-03,21:12:13,81,2022-09-03,21:21:07,4
70259,crimson+tide+1995,2022-09-03,21:45:19,99,2022-09-03,22:04:14,4
30927,planet+of+the+apes+2001,2022-09-03,21:01:39,48,2022-09-03,21:02:39,3
62237,my+dog+skip+2000,2022-09-03,22:11:57,95,2022-09-03,22:13:59,4
76496,star+trek+generations+1994,2022-09-03,22:58:33,67,2022-09-03,22:59:33,3
122183,pleasantville+1998,2022-09-03,23:37:14,99,2022-09-04,00:04:22,4
122183,pleasantville+1998,2022-09-04,00:03:27,125,2022-09-04,00:04:22,4
92968,twelve+monkeys+1995,2022-09-03,23:49:56,99,2022-09-04,00:21:39,4
92968,twelve+monkeys+1995,2022-09-04,00:19:43,129,2022-09-04,00:21:39,4
184380,bullets+over+broadway+1994,2022-09-03,23:57:18,96,2022-09-04,00:01:16,4
184380,bullets+over+broadway+1994,2022-09-04,00:00:14,99,2022-09-04,00:01:16,4
218573,shattered+glass+2003,2022-09-03,23:59:40,90,2022-09-04,00:05:33,4
218573,shattered+glass+2003,2022-09-04,00:04:33,95,2022-09-04,00:05:33,4
160238,crocodile+dundee+1986,2022-09-03,23:58:40,68,2022-09-04,00:30:02,4
160238,crocodile+dundee+1986,2022-09-04,00:28,97,2022-09-04,00:30:02,4
180066,twister+1996,2022-09-03,23:59:37,59,2022-09-04,00:55:50,3
180066,twister+1996,2022-09-04,00:54:53,114,2022-09-04,00:55:50,3
194607,unthinkable+2010,2022-09-03,23:59:23,50,2022-09-04,00:48:21,4
194607,unthinkable+2010,2022-09-04,00:47:23,98,2022-09-04,00:48:21,4
198286,driving+miss+daisy+1989,2022-09-03,23:56:24,32,2022-09-03,23:58:22,1
128857,beauty+and+the+beast+1991,2022-09-03,23:57:43,7,2022-09-04,01:16:56,3
128857,beauty+and+the+beast+1991,2022-09-04,01:15:59,85,2022-09-04,01:16:56,3
75955,the+blues+brothers+1980,2022-09-04,02:28:11,132,2022-09-04,02:31:09,2
7569,the+beverly+hillbillies+1993,2022-09-04,03:09:36,94,2022-09-04,03:10:39,3
101843,dead+calm+1989,2022-09-04,03:20:34,97,2022-09-04,03:21:38,3
31573,amlie+2001,2022-09-04,04:14:57,123,2022-09-04,04:15:53,5
91735,jumanji+1995,2022-09-04,03:11:09,29,2022-09-04,03:12:09,1
142240,catch+me+if+you+can+2002,2022-09-04,05:09:11,141,2022-09-04,05:11:05,4
9998,the+road+to+el+dorado+2000,2022-09-04,04:40:41,83,2022-09-04,04:41:42,1
16915,good+bye_+lenin+2003,2022-09-04,07:02:56,121,2022-09-04,07:04:55,3
20325,saving+private+ryan+1998,2022-09-04,05:27,14,2022-09-04,05:33:47,4
224353,back+to+the+future+part+iii+1990,2022-09-04,08:00:04,68,2022-09-04,08:02:03,4
76449,gattaca+1997,2022-09-04,09:05:31,106,2022-09-04,09:07:26,4
184180,independence+day+1996,2022-09-04,11:13:01,145,2022-09-04,11:14:56,5
102186,dances+with+wolves+1990,2022-09-04,11:37:31,176,2022-09-04,11:44:35,4
52043,wild+wild+west+1999,2022-09-04,11:35:28,55,2022-09-04,11:37:34,1
6555,problem+child+1990,2022-09-04,13:37:45,82,2022-09-04,13:38:47,2
27055,broken+arrow+1996,2022-09-04,15:41:59,99,2022-09-04,15:53:04,2
136981,bad+boys+1995,2022-09-04,16:02:03,97,2022-09-04,16:25:15,3
121444,nausica+of+the+valley+of+the+wind+1984,2022-09-04,16:28:39,99,2022-09-04,16:48:24,5
38824,the+dark+knight+2008,2022-09-04,16:58:17,99,2022-09-04,17:53:27,4
63187,winnie+the+pooh+and+the+blustery+day+1968,2022-09-04,16:12:10,23,2022-09-04,16:16:09,4
97919,twister+1996,2022-09-04,17:36:27,97,2022-09-04,17:54:21,4
43481,the+bourne+ultimatum+2007,2022-09-04,17:51:29,96,2022-09-04,18:12:26,3
184085,west+side+story+1961,2022-09-04,18:13:20,99,2022-09-04,19:08:17,2
4220,true+lies+1994,2022-09-04,18:23:17,95,2022-09-04,19:11:07,4
160932,father+of+the+bride+1950,2022-09-04,18:42:15,92,2022-09-04,18:44:09,3
204946,james+and+the+giant+peach+1996,2022-09-04,18:36:18,80,2022-09-04,18:37:18,4
65161,three+colors+red+1994,2022-09-04,19:10:05,94,2022-09-04,19:17:09,4
227816,robin+hood+men+in+tights+1993,2022-09-04,18:14:21,9,2022-09-04,18:16:21,1
45191,hunger+2008,2022-09-04,20:00:44,96,2022-09-04,20:02:42,5
198695,team+america+world+police+2004,2022-09-04,21:04:33,99,2022-09-04,21:05:33,5
184092,the+silence+of+the+lambs+1991,2022-09-04,21:08:39,99,2022-09-04,21:30:52,4
198695,startup.com+2001,2022-09-04,21:41:44,99,2022-09-04,21:51:48,4
70177,d2+the+mighty+ducks+1994,2022-09-04,22:37:29,89,2022-09-04,22:40:28,1
184085,forrest+gump+1994,2022-09-04,23:11:19,99,2022-09-04,23:56,5
217413,rosemarys+baby+1968,2022-09-04,23:13:44,97,2022-09-04,23:54:49,5
38824,mirrormask+2005,2022-09-04,23:29:50,98,2022-09-04,23:34:48,4
27055,gremlins+1984,2022-09-04,23:35:22,98,2022-09-04,23:45:37,5
16915,pollock+2000,2022-09-04,23:54:12,97,2022-09-05,00:21:34,5
16915,pollock+2000,2022-09-05,00:20:31,123,2022-09-05,00:21:34,5
175218,dumb+and+dumber+1994,2022-09-04,23:59:41,50,2022-09-05,00:58:30,3
175218,dumb+and+dumber+1994,2022-09-05,00:57:32,108,2022-09-05,00:58:30,3
194607,the+kings+of+summer+2013,2022-09-04,23:52:34,46,2022-09-05,00:42:03,5
194607,the+kings+of+summer+2013,2022-09-05,00:41:04,94,2022-09-05,00:42:03,5
184092,metropolis+1927,2022-09-04,23:46:48,8,2022-09-05,02:15:07,4
184092,metropolis+1927,2022-09-05,02:12:04,152,2022-09-05,02:15:07,4
6996,the+hudsucker+proxy+1994,2022-09-04,23:53:24,9,2022-09-05,01:37:41,4
6996,the+hudsucker+proxy+1994,2022-09-05,01:35:41,111,2022-09-05,01:37:41,4
224353,requiem+for+a+dream+2000,2022-09-05,01:56:55,102,2022-09-05,01:58:55,5
